manual_headline,claude_headline,gemini_headline,openai_headline,skip,manual_summary,claude_summary,gemini_summary,openai_summary
NO_HEADLINE,"City Council declares April 3, 2025 as ""Michele Wazny Day"" to honor retiring Carnegie Library employee's 54 years of service.","Council honors retiring library employee Michele Wazny and declares ""Michele Wazny Day.""","City Council honors Michele Wazny with retirement recognition and declares April 3, 2025 as ""Michele Wazny Day""",1,NO_SUMMARY,"• Pittsburgh City Council unanimously approved a proclamation declaring April 3, 2025 as ""Michele Wazny Day"" to honor her retirement after 54 years with Carnegie Library of Pittsburgh

• Wazny, known as ""Maggie,"" started working at the Main Library in Oakland in 1971 as a teenager

• She spent the last 32 years at the Mt. Washington branch, where she became a beloved community figure

• Wazny stayed current with popular books to recommend to patrons and gave tours sharing the library's history

• Multiple generations of families have connected with her over the decades - children who visited as kids now bring their own families

• She has lived in Mt. Washington for over 60 years with her late husband David, who was a local barber

• The proclamation was sponsored by Council Member Kail-Smith and all council members","- The Pittsburgh City Council passed a proclamation to honor Michele Wazny, also known as ""Maggie,"" upon her retirement from the Carnegie Library of Pittsburgh.
- Ms. Wazny worked for the library for 54 years, starting as a teenager in 1971 at the Main Library in Oakland.
- For the past 32 years, she has served the community at the Carnegie Library's Mt. Washington branch.
- A resident of Mt. Washington for over 60 years, she is considered a beloved figure by generations of local families.
- To recognize her long and dedicated service, the Council officially declared Thursday, April 3, 2025, as ""Michele Wazny Day"" in the City of Pittsburgh.","- The City Council honored Michele Wazny for her 54 years of dedicated service to the Carnegie Library of Pittsburgh.  
- Michele, also known as “Maggie,” began working at the Main Library in Oakland in 1971 and spent the last 32 years at the Mt. Washington branch.  
- She is recognized for her commitment to literacy, helping patrons with book recommendations, and giving tours that highlight the library’s history.  
- Michele has been a beloved community figure, with many patrons returning over generations to reconnect with her.  
- A lifelong Mt. Washington resident, she shared her life there with her late husband, David, a local barber.  
- The Council officially congratulated her on her retirement and declared Thursday, April 3, 2025, as “Michele Wazny Day” in Pittsburgh.  
- The proclamation was adopted unanimously as Enactment No. 171."
NO_HEADLINE,"Pittsburgh City Council declares April 1, 2025 as ""Delta Sigma Theta Sorority Day"" to honor the organization's community service.","City Council proclaims April 1, 2025, as ‘Delta Sigma Theta Sorority Day’.","City Council declares April 1, 2025, as Delta Sigma Theta Sorority Day in Pittsburgh",1,NO_SUMMARY,"• Pittsburgh City Council unanimously approved a proclamation declaring April 1, 2025 as ""Delta Sigma Theta Sorority Day"" in the city

• The proclamation honors the Pittsburgh Alumnae Chapter of Delta Sigma Theta Sorority, which was chartered in 1927 and has served the community for nearly 100 years

• Delta Sigma Theta was founded in 1913 by 22 African-American women at Howard University, focusing on scholarship, sisterhood, and service

• The Pittsburgh chapter has more than 275 members who contribute to civic life, education, health equity, and social impact across the city

• The sorority operates under a Five-Point Programmatic Thrust covering economic development, educational development, international awareness, physical and mental health, and social action

• Delta Days in Pittsburgh connects local members with civic leaders at all government levels, from city council to the U.S. Capitol and United Nations

• The international organization has more than 350,000 members worldwide

• After the ceremony, Delta members planned to meet with council members to discuss city concerns and potential collaboration opportunities","*   Pittsburgh City Council unanimously approved a proclamation naming April 1, 2025, as “Delta Sigma Theta Sorority Day.”
*   The honor recognizes the Pittsburgh Alumnae Chapter of the historically African-American sorority for its long history of public service and its “Delta Days in Pittsburgh 2025” event.
*   The Pittsburgh chapter was founded in 1927 and currently has more than 275 members. The international sorority has over 350,000 members.
*   ""Delta Days"" is a tradition where sorority members engage with civic leaders to discuss policy and advocate for social change.
*   As part of the event, sorority members were scheduled to meet with council members after the meeting to discuss key issues facing the city.","- The City Council of Pittsburgh officially declared April 1, 2025, as ""Delta Sigma Theta Sorority Day"" to honor the Pittsburgh Alumnae Chapter of Delta Sigma Theta Sorority, Inc.
- The proclamation recognizes the sorority’s founding in 1913 by 22 African-American women at Howard University and its century-long commitment to scholarship, sisterhood, service, and social change.
- The Pittsburgh Alumnae Chapter, chartered in 1927, has over 275 members who contribute significantly to civic life, education, health equity, and social justice in the city.
- Delta Days in Pittsburgh is part of a national tradition that promotes leadership, advocacy, and engagement with government at all levels.
- Council members and sorority representatives expressed gratitude for the recognition and emphasized the importance of continued community service and empowerment.
- Following the proclamation, Delta Sigma Theta members planned to engage in further discussions with Council members about city issues and collaboration."
NO_HEADLINE,"Council declares April 2, 2025 as ""Shamika Zyhier Day"" to honor nursing professor's service to the community.",Council honors nursing professor Shamika Zyhier with a dedicated day.,"Council declares April 2, 2025, as Shamika Zyhier Day to honor her service",1,NO_SUMMARY,"• Pittsburgh City Council unanimously approved a proclamation declaring April 2, 2025 as ""Shamika Zyhier Day"" to honor her community service

• Dr. Zyhier is a nursing professor at Robert Morris University with 20 years of clinical experience specializing in critical care, cardiovascular, and heart transplant surgery

• She has a diverse career background spanning accounting, technology, and healthcare:
  - Started as an accounting associate at United Negro College Fund in New York
  - Worked 18 years as director of operations for an underground line locating company across seven states
  - Transitioned to nursing after September 11, 2001

• Her educational achievements include:
  - Two undergraduate degrees in accounting and software programming
  - Nursing diploma from West Penn Hospital School of Nursing
  - Bachelor's and Master's degrees in nursing
  - Ph.D. in Instructional Management and Leadership

• Dr. Zyhier is married to her husband of 50 years and has 7 children, 16 grandchildren, and 3 great-grandchildren

• The proclamation was sponsored by Council Member Kail-Smith and all council members

• She follows the philosophy of Marion Wright Edelman to use education for improving others' lives and making communities better","- The Pittsburgh City Council unanimously voted to honor Dr. Shamika Zyhier by declaring Wednesday, April 2, 2025, as “Shamika Zyhier Day” in the city.
- Dr. Zyhier is a professor of nursing at Robert Morris University with 20 years of clinical experience, specializing in critical care for patients undergoing cardiovascular, thoracic, and open-heart transplant surgery.
- The proclamation recognizes her for her dedicated service to helping others.
- She was inspired to pursue nursing after the events of September 11, 2001, leaving behind a successful career in the tech industry as a software programmer, systems analyst, and database administrator.
- Dr. Zyhier holds multiple degrees, including a Ph.D. from Robert Morris University.","- The City Council of Pittsburgh officially declared Wednesday, April 2, 2025, as ""Shamika Zyhier Day"" to honor her dedicated service to the community.  
- Dr. Shamika Zyhier is a nursing professor at Robert Morris University with 20 years of clinical experience, specializing in critical care for cardiovascular and transplant patients.  
- Before nursing, she worked in accounting, tech, and operations management across multiple states for 18 years.  
- She holds multiple degrees, including a Ph.D. in Instructional Management and Leadership, and aligns her work with the goal of improving lives through education.  
- The proclamation was unanimously approved by the Council during the meeting."
NO_HEADLINE,"Council considers $52,962 payment for Pennsylvania Municipal League membership subscription.","Council introduces a resolution to pay the Pennsylvania Municipal League $52,962.24 for a one-year subscription.","Council approves $52,962 subscription payment to Pennsylvania Municipal League",0,NO_SUMMARY,"• Council is considering Resolution 2025-1681 to authorize a $52,962.24 payment to the Pennsylvania Municipal League for a one-year membership subscription

• The resolution was presented by Councilman Kihari-Mosley and referred to the Committee on Intergovernmental and Educational Affairs for review

• If approved, the Mayor would be authorized to issue the payment warrant, with the City Controller countersigning it

• The payment would come from the city's budget account 11101.102200.53.53101.2025

• The Pennsylvania Municipal League provides services and resources to municipal governments across the state","- Pittsburgh City Council has introduced a resolution to pay up to $52,962.24 for the city's one-year subscription to the Pennsylvania Municipal League.
- The legislation, presented by Councilman Kihari-Mosley, would authorize the Mayor and City Controller to make the payment.
- The resolution has been referred to the Committee on Intergovernmental and Educational Affairs for review before a final vote.","- The City Council approved Resolution 2025-1681 to pay the Pennsylvania Municipal League for a one-year subscription.  
- The payment amount is up to $52,962.24.  
- The Mayor is authorized to issue the payment warrant, and the City Controller will countersign it.  
- Funds will be charged to account 11101.102200.53.53101.2025.  
- Councilman Kihari-Mosley presented the resolution during the meeting."
NO_HEADLINE,"City Council introduces resolution to pay $72,500 in overdue fees to state utility commission for damage prevention calls.","City to pay $72,500 for overdue damage prevention debts.","Council approves $72,500 payment to Pennsylvania Public Utility Commission for delinquent 811 call debts",0,NO_SUMMARY,"• Pittsburgh City Council introduced a resolution to pay $72,500 in overdue fees to the Pennsylvania Public Utility Commission (PUC)

• The debt comes from unpaid bills for 811 damage prevention calls, which help locate underground utilities before digging

• The resolution authorizes the Mayor to issue a warrant for the full $72,500 payment to settle the city's delinquent account

• The measure was read and referred to the Committee on Intergovernmental and Educational Affairs for further review

• 811 calls are required by law before construction or excavation work to prevent damage to gas, electric, water, and other utility lines","- City Council introduced a resolution to pay $72,500 to the Pennsylvania Public Utility Commission (PUC).
- The payment covers the city's overdue debts for ""811 damage prevention calls,"" which are part of the state's ""Call Before You Dig"" program.
- If passed, Resolution 2025-1682 will authorize the Mayor and City Controller to issue the payment warrant.
- The resolution has been sent to the Committee on Intergovernmental and Educational Affairs for review before a final council vote.","- The City Council approved Resolution 2025-1682 to pay $72,500 to the Pennsylvania Public Utility Commission (PUC).  
- This payment covers delinquent debts owed by the City for 811 damage prevention calls.  
- The Mayor is authorized to issue the warrant, and the City Controller will countersign it.  
- Funds will be drawn from the City’s budget account 11101.600000.53.53101.2025.  
- The resolution was referred to the Committee on Intergovernmental and Educational Affairs for further review."
NO_HEADLINE,Council repeals 2019 resolution that gave city property in 15th Ward to Urban Redevelopment Authority.,Urban Redevelopment Authority seeks to cancel its acquisition of a 15th Ward property.,Council repeals 2019 resolution allowing Urban Redevelopment Authority to acquire city property in 15th Ward,0,NO_SUMMARY,"• Council is repealing Resolution 366 from 2019, which allowed the Urban Redevelopment Authority (URA) to take over city-owned property in the 15th Ward at no cost to the city

• The property is located at Block 56-B, Lot 345 in Council District 5

• The URA requested the repeal, meaning they want to give up control of the property

• Resolution 2025-1683 was introduced and sent to the Committee on Intergovernmental and Educational Affairs for review

• If approved, the URA will relinquish its interest in the property and it will return to city control","- The Urban Redevelopment Authority (URA) is asking the City Council to cancel a previously approved plan for it to take over a city-owned property.
- The property is located in the 15th Ward (Council District 5) and is identified as Block 56-B, Lot 345.
- In 2019, the City Council passed a resolution allowing the URA to acquire the property from the city at no cost.
- A new resolution has been introduced to repeal the 2019 decision, which would officially stop the property transfer.
- The new legislation has been sent to the Committee on Intergovernmental and Educational Affairs for further review.","- The City Council repealed Resolution 366 of 2019, which had authorized the Urban Redevelopment Authority (URA) of Pittsburgh to acquire the City’s rights to a publicly owned property in the 15th Ward (Block 56-B, Lot 345, Council District 5) at no cost to the City.  
- The repeal means the URA will no longer acquire or hold any interest in this property.  
- This action was formalized through Resolution 2025-1683 and referred to the Committee on Intergovernmental and Educational Affairs.  
- The repeal is effective retroactively from June 14, 2019, the original effective date of the prior resolution."
NO_HEADLINE,"Council approves sale of two Hill District lots to Pittsburgh Land Bank for $16,290.",Council reviews sale of two Hill District lots to the Pittsburgh Land Bank.,Council approves land sale contract between Urban Redevelopment Authority and Pittsburgh Land Bank for 5th Ward property,0,NO_SUMMARY,"• Council approved a resolution allowing the Urban Redevelopment Authority to sell two vacant lots in the Hill District to the Pittsburgh Land Bank for $16,290 plus costs

• The properties are located on Erin Street in Council District 6 (Block 10-J, Lots 259 and 260) in the 5th Ward

• The lots are part of the Greater Hill District Redevelopment Area, a designated zone for neighborhood improvement

• The sale requires no cost to the City of Pittsburgh

• The resolution was read and referred to the Committee on Intergovernmental and Educational Affairs for further review

• This transaction supports the Land Bank's mission to acquire and redevelop vacant properties in the city","- The City Council is reviewing a resolution to approve the sale of two lots from the Urban Redevelopment Authority (URA) to The Pittsburgh Land Bank.
- The properties are located on Erin Street in the Hill District (5th Ward) and are identified as Block 10-J, Lots 259 and 260.
- According to the official legislation, the sale price for the two lots is $16,290 plus costs.
- The council agenda notes the transaction comes at ""no cost to the City,"" as the City is not the purchaser.
- The resolution has been referred to the Committee on Intergovernmental and Educational Affairs for further review.","- The City Council approved Resolution 2025-1684 to authorize a land sale contract between the Urban Redevelopment Authority (URA) of Pittsburgh and the Pittsburgh Land Bank.  
- The sale involves Block 10-J, Lots 259 and 260, located in the 5th Ward on Erin Street, within Council District 6.  
- The contract price for the property is $16,290 plus additional costs.  
- The property is part of the Greater Hill District Redevelopment Area.  
- The sale is at no cost to the City of Pittsburgh, meaning the City will not incur expenses from this transaction.  
- Council believes the sale supports the City's redevelopment goals and is in the public interest."
NO_HEADLINE,"Council approves sale of city land on Island Avenue to Island Avenue Holdings for $3,600.","City Council reviews a proposal to sell a vacant lot on Island Avenue for $3,600.","Council approves sale of land on Island Avenue to Island Avenue Holdings LLC for $3,600 plus costs",0,NO_SUMMARY,"• Council approved the sale of city-owned land on Island Avenue to Island Avenue Holdings, LLC for $3,600 plus costs

• The property is located at Block 21-D, Lot 42-A in the 27th Ward (Council District 2)

• The Urban Redevelopment Authority of Pittsburgh will handle the sale contract

• The land was originally purchased using money from the Industrial Land Reserve Fund

• The resolution was read and sent to the Committee on Intergovernmental and Educational Affairs for review

• Council determined the sale is in the best interest of the city","- The Pittsburgh City Council is considering a proposal from the Urban Redevelopment Authority (URA) to sell a vacant lot on Island Avenue.
- The property, located in Council District 2, would be sold to a private company named Island Avenue Holdings, LLC.
- The official legislation sets the sale price at $3,600, plus any additional costs related to the sale.
- Although the agenda described the sale as having “no cost to the City,” this refers to the fact that the city is not spending any money on the transaction.
- As a first step, the council has referred the proposal to its Committee on Intergovernmental and Educational Affairs for further review before a final vote is taken.","- The City Council approved Resolution 2025-1685 to sell land located at Block 21-D, Lot 42-A in the 27th Ward on Island Avenue to Island Avenue Holdings, LLC.  
- The sale price is $3,600 plus additional costs, with no cost to the City.  
- The property was originally purchased using the Industrial Land Reserve Fund.  
- The Urban Redevelopment Authority of Pittsburgh requested authorization to execute the contract for this sale.  
- Council agreed the sale is in the best interest of the City and gave its official approval."
NO_HEADLINE,"Council approves sale of North Aiken Avenue property from redevelopment authority to Pittsburgh Land Bank for $48,500.","Urban Redevelopment Authority to sell a North Aiken Avenue property to the Land Bank for $48,500.","Council approves sale of land on North Aiken Avenue to Pittsburgh Land Bank for $48,500",0,NO_SUMMARY,"• Council approved the sale of a property on North Aiken Avenue in the 11th Ward from the Urban Redevelopment Authority to the Pittsburgh Land Bank for $48,500 plus costs

• The property is located at Block 83-A, Lot 48 in Council District 9

• The land was originally purchased using the city's Residential Land Reserve Fund

• While the sale price is $48,500, there is no cost to the city for this transaction

• The resolution was read and referred to the Committee on Intergovernmental and Educational Affairs for further review

• Council determined the sale is in the best interest of the city","- City Council is reviewing a resolution to approve the sale of a property from the Urban Redevelopment Authority (URA) to The Pittsburgh Land Bank.
- The sale price for the property is $48,500 plus costs.
- The property is a single lot located on North Aiken Avenue in the 11th Ward.
- According to the resolution, the sale will be at ""no cost to the City.""
- The URA originally bought the property using money from the Residential Land Reserve Fund.
- The legislation (Resolution 2025-1686) has been sent to the Committee on Intergovernmental and Educational Affairs for review.","- The City Council approved Resolution 2025-1686 to sell Block 83-A, Lot 48 on North Aiken Avenue in the 11th Ward (Council District 9) to the Pittsburgh Land Bank.  
- The sale price is $48,500 plus additional costs, with no cost to the City itself.  
- The property was purchased using the Residential Land Reserve Fund.  
- The contract was requested by the Urban Redevelopment Authority of Pittsburgh and is considered in the best interest of the city.  
- The resolution was read and referred to the Committee on Intergovernmental and Educational Affairs for further consideration."
NO_HEADLINE,"City to pay Allegheny County $13,647 for courthouse sidewalk heating system damaged by traffic division.","City to pay Allegheny County $13,647 settlement for a damaged courthouse sidewalk.","Council approves $13,647 settlement to Allegheny County for courthouse sidewalk damage",1,NO_SUMMARY,"• Pittsburgh City Council will pay Allegheny County $13,647 to settle a damage claim from December 3, 2024

• The city's DOMI Traffic Division damaged the courthouse's glycol line sidewalk heating system while placing signs on Forbes Avenue

• The payment covers repairs to the specialized heating system that keeps courthouse sidewalks clear of ice and snow

• Resolution 2025-1687 was read and sent to the Finance and Law Committee for review

• An executive session is scheduled for April 1, 2025 to discuss the settlement

• The payment will be made over one year as a ""full and final settlement"" of the county's claim","- The City Council will pay a $13,647 settlement to Allegheny County for damages to the County Courthouse.
- The payment covers the cost of repairing the courthouse’s heated sidewalk system, which uses glycol lines to melt snow and ice.
- The damage happened on December 3, 2024, when the city’s Department of Mobility and Infrastructure (DOMI) Traffic Division was installing a sign on the Forbes Avenue sidewalk.
- The resolution authorizes a one-time payment to serve as a full and final settlement for the county's claim.","- The City Council approved a resolution to pay Allegheny County up to $13,647 as full and final settlement for damage caused to the glycol line sidewalk heating system at the Allegheny County Courthouse.  
- The damage occurred on December 3, 2024, when the DOMI Traffic Division was placing signs on the Forbes Avenue sidewalk near the Courthouse.  
- The payment will be issued over one year and charged to the City’s budget code 11101.108000.58.58105.2025.  
- The resolution authorizes the Mayor to issue and the City Controller to countersign the warrant for this amount.  
- The matter was referred to the Committee on Finance and Law, with an executive session scheduled for April 1, 2025."
